name,lat,lng,address,website,phone,hours,category
Resource San Leandro Food Shelf,37.732394,-122.135216,"4571 Market Pl, San Leandro, CA 94614",https://www.resource-san-leandro-food-shelf.org,(510) 629-8569,"Mon–Fri 11–7",Pantry
Kindness San Francisco Food Collective,37.772705,-122.403492,"8024 Pine Rd, San Francisco, CA 94150",https://www.kindness-san-francisco-food-collective.org,(628) 375-2053,"Tue–Sat 9–3",Resource Hub
River Fremont Food Hub,37.58815,-121.944182,"7548 Seventh Dr, Fremont, CA 94557",https://www.river-fremont-food-hub.org,(510) 337-7968,"Mon,Wed,Fri 10–2",Mobile Pantry
Wellness Los Altos Relief Center,37.38041,-122.092042,"4002 Fifth Pl, Los Altos, CA 94036",https://www.wellness-los-altos-relief-center.org,(650) 356-8320,"Mon–Sat 9–1",Senior Services
Valley Redding Resource Center,40.554048,-122.429353,"1652 River Ct, Redding, CA 96043",https://www.valley-redding-resource-center.org,(530) 340-5820,"Tue,Thu 11–6",Community Center
Bridge Mill Valley Food Hub,37.880172,-122.550674,"9784 Hill Rd, Mill Valley, CA 94959",https://www.bridge-mill-valley-food-hub.org,(628) 641-4045,"Mon–Sat 9–1",Senior Services
Helping Hands Salinas Nutrition Center,36.680814,-121.669056,"9779 Tenth Dr, Salinas, CA 93903",https://www.helping-hands-salinas-nutrition-center.org,(831) 333-9061,"Sat 9–1",Youth Services
Resilience Willits Nutrition Center,39.39671,-123.397139,"1176 Elm Blvd, Willits, CA 95524",https://www.resilience-willits-nutrition-center.org,(707) 468-7104,"Tue–Sat 8–12",Youth Services
Fresh Mill Valley Relief Center,37.94535,-122.516348,"2264 Summit Blvd, Mill Valley, CA 94950",https://www.fresh-mill-valley-relief-center.org,(415) 895-2616,"Mon–Thu 10–6",Pantry
Wellness Lodi Nutrition Center,38.126968,-121.306,"8438 Seventh St, Lodi, CA 95289",https://www.wellness-lodi-nutrition-center.org,(209) 799-1482,"Mon,Wed,Fri 10–2",Pantry
Valley Coachella Food Shelf,33.661128,-116.163369,"9880 Elm St, Coachella, CA 92236",https://www.valley-coachella-food-shelf.org,(442) 468-1881,"Mon–Fri 7–3",Pantry
Solidarity Taft Food Collective,35.146493,-119.459156,"6615 Seaside Ct, Taft, CA 93297",https://www.solidarity-taft-food-collective.org,(661) 753-9949,"Mon,Wed,Thu 9–3",Youth Services
Cultural Hesperia Food Bank,34.429219,-117.33308,"9527 Jackson Dr, Hesperia, CA 92390",https://www.cultural-hesperia-food-bank.org,(760) 373-5088,"Mon–Sat 10–4",Resource Hub
Bridge Hemet Support Network,33.748439,-116.980314,"3580 Sixth Rd, Hemet, CA 92579",https://www.bridge-hemet-support-network.org,(951) 667-5475,"Tue–Sat 9–3",Senior Services
Fresh Garden Grove Food Pantry,33.804429,-117.978724,"8135 Garden St, Garden Grove, CA 92874",https://www.fresh-garden-grove-food-pantry.org,(657) 478-9051,"Mon–Sat 10–4",Faith-Based Pantry
Inspiration Pacifica Resource Center,37.639569,-122.52768,"8573 Summit Blvd, Pacifica, CA 94067",https://www.inspiration-pacifica-resource-center.org,(650) 761-4846,"Mon–Fri 7–3",Faith-Based Pantry
Prosper Mammoth Lakes Food Bank,37.652136,-118.96109,"2613 Spring Lane, Mammoth Lakes, CA 93595",https://www.prosper-mammoth-lakes-food-bank.org,(442) 238-8671,"Mon–Fri 11–7",Faith-Based Pantry
Uplift Atascadero Community Kitchen,35.477564,-120.704225,"6267 Chestnut Pl, Atascadero, CA 93424",https://www.uplift-atascadero-community-kitchen.org,(820) 760-7814,"Thu 11–6 & Sat 10–2",Food Bank
Empowerment Riverside Community Kitchen,33.986479,-117.372071,"3200 Garden Lane, Riverside, CA 92535",https://www.empowerment-riverside-community-kitchen.org,(951) 316-9261,"Mon–Fri 7–3",Pantry
Unity Garden Grove Resource Center,33.798074,-117.930337,"7813 Harbor Lane, Garden Grove, CA 92844",https://www.unity-garden-grove-resource-center.org,(714) 837-3593,"Mon–Sat 9–1",Youth Services
Harvest Chico Food Shelf,39.726084,-121.852922,"3515 Forest Lane, Chico, CA 95952",https://www.harvest-chico-food-shelf.org,(530) 876-1624,"Tue–Sat 8–12",Mobile Pantry
Mission Arvin Relief Center,35.168316,-118.817226,"751 Prospect Lane, Arvin, CA 93204",https://www.mission-arvin-relief-center.org,(661) 360-3419,"Thu 11–6 & Sat 10–2",Senior Services
Unity Truckee Food Pantry,39.300691,-120.205983,"9552 Ninth Ter, Truckee, CA 96161",https://www.unity-truckee-food-pantry.org,(530) 743-8327,"Tue–Sat 10–4",Mobile Pantry
Diversity Lompoc Food Hub,34.641508,-120.44329,"4081 Grove Ct, Lompoc, CA 93464",https://www.diversity-lompoc-food-hub.org,(805) 438-4978,"Mon–Sat 9–1",Food Bank
Harvest San Francisco Food Collective,37.817734,-122.394624,"6290 Seventh Way, San Francisco, CA 94121",https://www.harvest-san-francisco-food-collective.org,(628) 618-3040,"Tue–Sat 10–4",Pantry
Mission Santa Maria Relief Center,34.961324,-120.45278,"7835 Forest Rd, Santa Maria, CA 93496",https://www.mission-santa-maria-relief-center.org,(820) 585-3190,"Mon,Wed,Fri 10–2",Resource Hub
River San Carlos Food Bank,37.506069,-122.286042,"3940 Mission Ct, San Carlos, CA 94084",https://www.river-san-carlos-food-bank.org,(650) 227-5255,"Sat 9–1",Community Center
Community Jackson Support Network,38.361898,-120.755897,"8934 Main Lane, Jackson, CA 95685",https://www.community-jackson-support-network.org,(209) 797-8256,"Tue–Sat 9–3",Resource Hub
Cultural Truckee Food Shelf,39.370271,-120.146039,"4640 Sycamore St, Truckee, CA 96181",https://www.cultural-truckee-food-shelf.org,(530) 291-5968,"Tue–Sat 9–3",Faith-Based Pantry
Nourish Crescent City Food Shelf,41.777454,-124.221235,"6630 Seaside Lane, Crescent City, CA 95557",https://www.nourish-crescent-city-food-shelf.org,(707) 669-8161,"Tue–Sat 9–3",Resource Hub
Neighborhood Los Gatos Support Network,37.238712,-121.937334,"2284 Hill Ave, Los Gatos, CA 95074",https://www.neighborhood-los-gatos-support-network.org,(669) 477-5297,"Mon–Sat 10–4",Food Bank
Resource Fairfield Support Network,38.271926,-122.068241,"8864 Cedar Lane, Fairfield, CA 94578",https://www.resource-fairfield-support-network.org,(707) 565-5725,"Tue–Fri 8–2",Resource Hub
Neighborhood Antioch Food Pantry,38.023929,-121.802791,"745 Orchard Rd, Antioch, CA 94514",https://www.neighborhood-antioch-food-pantry.org,(925) 598-7940,"Tue–Fri 8–2",Food Bank
Diversity Taft Community Kitchen,35.160199,-119.486393,"6666 Oak Blvd, Taft, CA 93302",https://www.diversity-taft-community-kitchen.org,(661) 724-9671,"Mon,Wed,Thu 9–3",Food Bank
Community Sonora Food Bank,37.96081,-120.366879,"2460 Lincoln Blvd, Sonora, CA 95414",https://www.community-sonora-food-bank.org,(209) 472-2002,"Tue–Fri 8–2",Resource Hub
Village San Jose Community Kitchen,37.376134,-121.912198,"7368 Tenth Dr, San Jose, CA 95147",https://www.village-san-jose-community-kitchen.org,(408) 615-1202,"Thu 11–6 & Sat 10–2",Food Bank
Kindness El Cerrito Support Network,37.903261,-122.289309,"6356 Prospect Way, El Cerrito, CA 94562",https://www.kindness-el-cerrito-support-network.org,(510) 256-2217,"Mon–Fri 11–7",Food Bank
Harvest Grass Valley Support Network,39.253287,-121.097694,"276 Pine Ct, Grass Valley, CA 95945",https://www.harvest-grass-valley-support-network.org,(530) 551-3964,"Mon–Fri 8–4",Mobile Pantry
Mountain Pleasanton Support Network,37.631989,-121.836046,"2883 Maple Ct, Pleasanton, CA 94572",https://www.mountain-pleasanton-support-network.org,(925) 556-6504,"Wed–Sat 9–2",Resource Hub
Hope Richmond Community Kitchen,37.977211,-122.349837,"9263 Pine Dr, Richmond, CA 94828",https://www.hope-richmond-community-kitchen.org,(510) 769-6309,"Mon–Thu 10–6",Community Center
Inspiration Santa Cruz Support Network,36.961597,-122.042682,"2722 Cedar Dr, Santa Cruz, CA 95083",https://www.inspiration-santa-cruz-support-network.org,(831) 372-5046,"Tue–Sat 8–12",Faith-Based Pantry
Uplift Lompoc Resource Center,34.650581,-120.462439,"5673 Second Rd, Lompoc, CA 93469",https://www.uplift-lompoc-resource-center.org,(820) 786-5306,"Mon–Thu 10–6",Faith-Based Pantry
Bridge Big Bear Lake Relief Center,34.246032,-116.953554,"6422 Grove Lane, Big Bear Lake, CA 92323",https://www.bridge-big-bear-lake-relief-center.org,(909) 852-5634,"Mon–Thu 10–6",Mobile Pantry
Fresh Arcata Food Pantry,40.884934,-124.065985,"5140 Tenth Way, Arcata, CA 95569",https://www.fresh-arcata-food-pantry.org,(707) 638-2762,"Sat 9–1",Faith-Based Pantry
Together Moraga Food Shelf,37.829895,-122.098349,"8705 Seventh Rd, Moraga, CA 94591",https://www.together-moraga-food-shelf.org,(925) 866-8064,"Wed 10–6 & Sat 9–1",Youth Services
Diversity Orange Food Collective,33.82333,-117.82561,"2416 Chestnut Ave, Orange, CA 92866",https://www.diversity-orange-food-collective.org,(657) 755-8813,"Mon,Wed,Thu 9–3",Mobile Pantry
Coastal Fortuna Resource Center,40.620275,-124.143829,"7470 Garden Blvd, Fortuna, CA 95580",https://www.coastal-fortuna-resource-center.org,(707) 432-7684,"Mon,Wed,Fri 10–2",Food Bank
Fresh Foster City Nutrition Center,37.544377,-122.284226,"5049 Santa Fe Ct, Foster City, CA 94447",https://www.fresh-foster-city-nutrition-center.org,(650) 482-1579,"Mon–Thu 10–6",Pantry
Coastal Fontana Food Shelf,34.07973,-117.391928,"778 Winter Rd, Fontana, CA 92349",https://www.coastal-fontana-food-shelf.org,(909) 895-2529,"Wed–Sat 9–2",Mobile Pantry
Nourish Pasadena Relief Center,34.18471,-118.169367,"7528 Sycamore Pl, Pasadena, CA 91134",https://www.nourish-pasadena-relief-center.org,(626) 241-9710,"Sat 9–1",Food Bank
Unity Petaluma Food Pantry,38.209008,-122.674473,"7227 Autumn Ter, Petaluma, CA 94977",https://www.unity-petaluma-food-pantry.org,(707) 270-7795,"Tue–Fri 8–2",Food Bank
Harvest Oceanside Support Network,33.211019,-117.342927,"9414 Valley Pl, Oceanside, CA 92078",https://www.harvest-oceanside-support-network.org,(442) 332-4311,"Mon–Fri 8–4",Pantry
Valley Lakewood Community Kitchen,33.888842,-118.166794,"9844 Forest Rd, Lakewood, CA 90748",https://www.valley-lakewood-community-kitchen.org,(562) 773-7171,"Tue,Thu 11–6",Pantry
Nourish Monterey Nutrition Center,36.634225,-121.932629,"3456 Third Ct, Monterey, CA 93958",https://www.nourish-monterey-nutrition-center.org,(831) 480-6422,"Wed 10–6 & Sat 9–1",Food Bank
Caring Taft Resource Center,35.148236,-119.437186,"7426 Elm Ct, Taft, CA 93272",https://www.caring-taft-resource-center.org,(661) 257-8877,"Mon–Thu 9–5",Resource Hub
Coastal Upland Support Network,34.093501,-117.635384,"680 Park Lane, Upland, CA 91819",https://www.coastal-upland-support-network.org,(909) 256-6304,"Wed–Sat 9–2",Mobile Pantry
Coastal San Francisco Community Kitchen,37.773575,-122.410151,"8218 Madison Way, San Francisco, CA 94126",https://www.coastal-san-francisco-community-kitchen.org,(415) 894-5151,"Mon–Fri 7–3",Food Bank
Community Albany Food Collective,37.870116,-122.27627,"4256 Fifth Rd, Albany, CA 94722",https://www.community-albany-food-collective.org,(510) 756-6554,"Tue–Fri 8–2",Resource Hub
Fresh Taft Food Shelf,35.109243,-119.429259,"3394 Autumn Lane, Taft, CA 93299",https://www.fresh-taft-food-shelf.org,(661) 886-3497,"Mon–Thu 10–6",Resource Hub
Community Fullerton Resource Center,33.863076,-117.921428,"5183 Coast Ter, Fullerton, CA 92863",https://www.community-fullerton-resource-center.org,(714) 341-2943,"Tue,Thu 11–6",Resource Hub
Inspiration Antioch Food Hub,38.018713,-121.804589,"5047 Central Way, Antioch, CA 94523",https://www.inspiration-antioch-food-hub.org,(925) 291-8059,"Tue–Sat 9–3",Pantry
Helping Carlsbad Support Network,33.176167,-117.329986,"2993 Vista St, Carlsbad, CA 92009",https://www.helping-carlsbad-support-network.org,(760) 739-7514,"Mon–Fri 9–5",Resource Hub
Support Eureka Resource Center,40.789328,-124.168821,"370 Sycamore Ct, Eureka, CA 95528",https://www.support-eureka-resource-center.org,(707) 524-7986,"Mon–Thu 9–5",Resource Hub
Family Martinez Support Network,38.036444,-122.166884,"8555 Valley Pl, Martinez, CA 94578",https://www.family-martinez-support-network.org,(925) 440-9026,"Mon–Thu 10–6",Faith-Based Pantry
Uplift Anaheim Food Pantry,33.850091,-117.935105,"3158 Oak Ter, Anaheim, CA 92839",https://www.uplift-anaheim-food-pantry.org,(657) 437-3775,"Mon–Sat 9–1",Youth Services
Village Alhambra Food Hub,34.115609,-118.135565,"1372 Coral Lane, Alhambra, CA 91832",https://www.village-alhambra-food-hub.org,(626) 323-9073,"Tue,Thu 11–6",Faith-Based Pantry
Mountain Quincy Resource Center,39.935875,-120.959032,"7347 Vista Lane, Quincy, CA 96005",https://www.mountain-quincy-resource-center.org,(530) 425-6377,"Mon–Fri 7–3",Food Bank
Inspiration Burlingame Nutrition Center,37.576636,-122.312733,"8212 Summer Ave, Burlingame, CA 94010",https://www.inspiration-burlingame-nutrition-center.org,(650) 285-4271,"Wed 10–6 & Sat 9–1",Pantry
Together Pacifica Food Pantry,37.597744,-122.526836,"941 Valley Ave, Pacifica, CA 94079",https://www.together-pacifica-food-pantry.org,(650) 426-2971,"Mon,Wed,Fri 10–2",Resource Hub
Helping Hands Grass Valley Resource Center,39.22597,-121.063144,"6376 Elm Ter, Grass Valley, CA 95952",https://www.helping-hands-grass-valley-resource-center.org,(530) 370-1550,"Tue–Sat 8–12",Pantry
River Union City Nutrition Center,37.602459,-122.058568,"9278 Coast Lane, Union City, CA 94634",https://www.river-union-city-nutrition-center.org,(510) 295-5259,"Mon–Thu 9–5",Faith-Based Pantry
Together Susanville Food Hub,40.420547,-120.692696,"2997 Central Way, Susanville, CA 96166",https://www.together-susanville-food-hub.org,(530) 304-3718,"Tue–Sat 9–3",Mobile Pantry
Support Milpitas Support Network,37.450707,-121.87148,"5736 Oak Dr, Milpitas, CA 95060",https://www.support-milpitas-support-network.org,(408) 853-3295,"Mon–Fri 8–4",Community Center
Valley Stockton Support Network,37.961892,-121.334116,"7550 Marina Ter, Stockton, CA 95219",https://www.valley-stockton-support-network.org,(209) 243-1208,"Mon–Fri 11–7",Resource Hub
Lighthouse Morgan Hill Food Bank,37.111987,-121.611968,"7029 Coral Blvd, Morgan Hill, CA 95041",https://www.lighthouse-morgan-hill-food-bank.org,(408) 253-3084,"Thu 11–6 & Sat 10–2",Senior Services
Empowerment Fremont Food Bank,37.53411,-121.9647,"8893 Highland Ave, Fremont, CA 94551",https://www.empowerment-fremont-food-bank.org,(510) 739-2479,"Tue,Thu 11–6",Mobile Pantry
Harvest Hayward Resource Center,37.654835,-122.087341,"9173 Coast St, Hayward, CA 94581",https://www.harvest-hayward-resource-center.org,(510) 882-2872,"Thu 11–6 & Sat 10–2",Mobile Pantry
Prosper Milpitas Community Kitchen,37.443566,-121.85638,"717 Palm Blvd, Milpitas, CA 95079",https://www.prosper-milpitas-community-kitchen.org,(669) 776-6971,"Tue–Sat 9–3",Pantry
Friendship Thousand Oaks Food Shelf,34.154896,-118.880134,"3375 Jefferson Ave, Thousand Oaks, CA 91371",https://www.friendship-thousand-oaks-food-shelf.org,(805) 636-3051,"Mon–Thu 9–5",Mobile Pantry
Cultural Paso Robles Support Network,35.601834,-120.65994,"1431 Pine Dr, Paso Robles, CA 93459",https://www.cultural-paso-robles-support-network.org,(820) 782-5177,"Mon–Fri 9–5",Resource Hub
Kindness Apple Valley Food Bank,34.463357,-117.216404,"7597 Canyon Dr, Apple Valley, CA 92355",https://www.kindness-apple-valley-food-bank.org,(760) 226-1709,"Tue–Sat 8–12",Senior Services
Solidarity Fairfield Community Kitchen,38.280372,-122.014767,"9519 Lake Dr, Fairfield, CA 94553",https://www.solidarity-fairfield-community-kitchen.org,(707) 475-2219,"Tue–Fri 8–2",Youth Services
Resource Victorville Support Network,34.545543,-117.264842,"8520 Fifth Blvd, Victorville, CA 92431",https://www.resource-victorville-support-network.org,(760) 703-2439,"Mon–Fri 11–7",Senior Services
Helping Salinas Food Collective,36.668733,-121.675211,"7759 Harbor Lane, Salinas, CA 93935",https://www.helping-salinas-food-collective.org,(831) 546-3158,"Thu 11–6 & Sat 10–2",Community Center
Wellness Novato Support Network,38.113095,-122.53962,"3414 Park Ter, Novato, CA 94975",https://www.wellness-novato-support-network.org,(628) 547-6688,"Wed 10–6 & Sat 9–1",Youth Services
Inspiration South Lake Tahoe Support Network,38.924289,-119.942946,"9606 Grove Blvd, South Lake Tahoe, CA 96174",https://www.inspiration-south-lake-tahoe-support-network.org,(530) 873-2742,"Mon–Fri 10–6",Youth Services
Inspiration San Marcos Food Pantry,33.109416,-117.167002,"7493 Madison Ter, San Marcos, CA 92118",https://www.inspiration-san-marcos-food-pantry.org,(760) 689-4690,"Mon–Thu 9–5",Mobile Pantry
Support Porterville Food Shelf,36.07954,-118.999389,"3452 Monterey St, Porterville, CA 93258",https://www.support-porterville-food-shelf.org,(559) 550-3281,"Tue–Sat 9–3",Pantry
Coastal Santa Maria Nutrition Center,34.921357,-120.440093,"8796 Maple St, Santa Maria, CA 93493",https://www.coastal-santa-maria-nutrition-center.org,(805) 406-6570,"Wed–Sat 9–2",Mobile Pantry
Inspiration Paso Robles Support Network,35.630275,-120.674553,"5753 Jefferson Way, Paso Robles, CA 93493",https://www.inspiration-paso-robles-support-network.org,(805) 339-3265,"Tue–Sat 8–12",Youth Services
Fresh Hesperia Food Hub,34.427764,-117.325089,"5170 Fourth Ave, Hesperia, CA 92353",https://www.fresh-hesperia-food-hub.org,(442) 216-5781,"Mon–Sat 9–1",Pantry
Friendship El Cerrito Food Bank,37.933714,-122.278812,"1255 Hill Ter, El Cerrito, CA 94576",https://www.friendship-el-cerrito-food-bank.org,(510) 401-2862,"Thu 11–6 & Sat 10–2",Mobile Pantry
Garden Fort Bragg Food Pantry,39.426212,-123.809288,"863 Lincoln Blvd, Fort Bragg, CA 95444",https://www.garden-fort-bragg-food-pantry.org,(707) 682-4366,"Tue,Thu 11–6",Mobile Pantry
Heart Visalia Food Shelf,36.35491,-119.307051,"502 Maple Dr, Visalia, CA 93323",https://www.heart-visalia-food-shelf.org,(559) 424-1190,"Mon–Sat 9–1",Food Bank
Coastal Pleasant Hill Relief Center,37.924581,-122.036623,"1688 Jackson Rd, Pleasant Hill, CA 94541",https://www.coastal-pleasant-hill-relief-center.org,(925) 603-7887,"Mon–Thu 9–5",Mobile Pantry
Village Moraga Food Collective,37.834559,-122.15132,"2468 Summit Ter, Moraga, CA 94556",https://www.village-moraga-food-collective.org,(925) 828-3806,"Mon–Thu 10–6",Food Bank
Nourish San Carlos Community Kitchen,37.541096,-122.294214,"8377 Sycamore St, San Carlos, CA 94100",https://www.nourish-san-carlos-community-kitchen.org,(650) 351-2050,"Tue,Thu 11–6",Pantry
Faith Pasadena Food Bank,34.126634,-118.180889,"6362 Tenth Blvd, Pasadena, CA 91141",https://www.faith-pasadena-food-bank.org,(626) 322-3367,"Mon–Fri 9–5",Faith-Based Pantry
Mission Santa Clarita Food Collective,34.364942,-118.571561,"5483 Sycamore Way, Santa Clarita, CA 91361",https://www.mission-santa-clarita-food-collective.org,(661) 502-1523,"Sat 9–1",Pantry
Bridge Cathedral City Resource Center,33.762643,-116.446242,"7259 Central Ter, Cathedral City, CA 92279",https://www.bridge-cathedral-city-resource-center.org,(760) 332-2044,"Mon,Wed,Thu 9–3",Pantry
Grace Moraga Food Bank,37.848056,-122.090965,"361 Park Dr, Moraga, CA 94574",https://www.grace-moraga-food-bank.org,(925) 460-1144,"Mon–Fri 10–6",Faith-Based Pantry
Helping Hands Walnut Creek Relief Center,37.944015,-122.055833,"6450 Orchard Ave, Walnut Creek, CA 94625",https://www.helping-hands-walnut-creek-relief-center.org,(925) 308-9193,"Mon–Fri 10–6",Youth Services
Uplift Cathedral City Support Network,33.819642,-116.473194,"419 Fifth Ave, Cathedral City, CA 92267",https://www.uplift-cathedral-city-support-network.org,(760) 890-1100,"Tue–Fri 8–2",Senior Services
Mountain Mammoth Lakes Food Bank,37.691138,-118.948303,"133 Washington Ter, Mammoth Lakes, CA 93581",https://www.mountain-mammoth-lakes-food-bank.org,(442) 728-4371,"Tue–Fri 8–2",Mobile Pantry
Coastal Lake Arrowhead Food Bank,34.222801,-117.212542,"5355 Second Pl, Lake Arrowhead, CA 92392",https://www.coastal-lake-arrowhead-food-bank.org,(909) 335-8518,"Mon–Fri 7–3",Youth Services
Kindness Chula Vista Food Pantry,32.599335,-117.046426,"181 Sixth Blvd, Chula Vista, CA 91928",https://www.kindness-chula-vista-food-pantry.org,(619) 248-7020,"Mon–Fri 10–6",Pantry
Resilience Tracy Nutrition Center,37.735412,-121.387123,"7888 Grove Lane, Tracy, CA 95388",https://www.resilience-tracy-nutrition-center.org,(209) 388-3575,"Mon–Fri 9–5",Pantry
Sunshine Lindsay Resource Center,36.229906,-119.127885,"3519 Lake Ct, Lindsay, CA 93288",https://www.sunshine-lindsay-resource-center.org,(559) 726-5833,"Mon–Thu 10–6",Resource Hub
Caring Hanford Food Shelf,36.289833,-119.660664,"6581 Park Lane, Hanford, CA 93240",https://www.caring-hanford-food-shelf.org,(559) 466-7056,"Mon–Fri 10–6",Mobile Pantry
Uplift Twentynine Palms Nutrition Center,34.094208,-116.073493,"9045 Broadway Blvd, Twentynine Palms, CA 92307",https://www.uplift-twentynine-palms-nutrition-center.org,(760) 319-7386,"Sat 9–1",Community Center
Grace Huntington Park Resource Center,33.964688,-118.219691,"7937 Eighth Ave, Huntington Park, CA 90271",https://www.grace-huntington-park-resource-center.org,(323) 307-1019,"Mon–Fri 10–6",Mobile Pantry
Together Crescent City Community Kitchen,41.775932,-124.240664,"9098 Summer Ave, Crescent City, CA 95565",https://www.together-crescent-city-community-kitchen.org,(707) 812-5039,"Tue–Sat 10–4",Senior Services
Uplift Lafayette Food Collective,37.902732,-122.141625,"662 Hill Pl, Lafayette, CA 94596",https://www.uplift-lafayette-food-collective.org,(925) 612-4779,"Mon–Fri 7–3",Mobile Pantry
Heart Redwood City Nutrition Center,37.524542,-122.237909,"1266 Jefferson Lane, Redwood City, CA 94085",https://www.heart-redwood-city-nutrition-center.org,(650) 537-4243,"Mon–Fri 11–7",Food Bank
Prosper Daly City Food Pantry,37.676927,-122.437606,"1647 Main Lane, Daly City, CA 94056",https://www.prosper-daly-city-food-pantry.org,(650) 846-5080,"Tue–Sat 9–3",Resource Hub
Harvest Brentwood Food Bank,37.95333,-121.671178,"4880 Park Ct, Brentwood, CA 94516",https://www.harvest-brentwood-food-bank.org,(925) 528-8888,"Mon–Fri 8–4",Food Bank
Caring Cloverdale Food Shelf,38.825017,-123.048464,"9779 Winter Lane, Cloverdale, CA 95469",https://www.caring-cloverdale-food-shelf.org,(707) 634-8777,"Mon–Fri 10–6",Faith-Based Pantry
Resource Menifee Support Network,33.713079,-117.18277,"5978 First Rd, Menifee, CA 92619",https://www.resource-menifee-support-network.org,(951) 518-2316,"Mon,Wed,Fri 10–2",Community Center
Mission Campbell Food Collective,37.327798,-121.957288,"1807 Lincoln Rd, Campbell, CA 95040",https://www.mission-campbell-food-collective.org,(408) 819-1864,"Mon–Fri 10–6",Mobile Pantry
Empowerment Downey Support Network,33.9368,-118.116846,"6174 Oak Dr, Downey, CA 90267",https://www.empowerment-downey-support-network.org,(562) 764-3227,"Mon–Fri 8–4",Community Center
Valley Cathedral City Support Network,33.740943,-116.505133,"1551 View Ct, Cathedral City, CA 92239",https://www.valley-cathedral-city-support-network.org,(442) 307-4945,"Mon–Thu 9–5",Youth Services
Together Hanford Food Hub,36.324756,-119.65583,"5640 Forest Rd, Hanford, CA 93257",https://www.together-hanford-food-hub.org,(559) 596-6756,"Mon,Wed,Thu 9–3",Youth Services
Valley Wasco Support Network,35.549961,-119.379688,"4192 Fifth Pl, Wasco, CA 93296",https://www.valley-wasco-support-network.org,(661) 508-7768,"Mon,Wed,Fri 10–2",Senior Services
Prosper Yucca Valley Nutrition Center,34.119714,-116.438938,"2278 Broadway Ter, Yucca Valley, CA 92301",https://www.prosper-yucca-valley-nutrition-center.org,(760) 450-8000,"Mon–Fri 10–6",Faith-Based Pantry
Compassion Lakewood Resource Center,33.816052,-118.17107,"3182 Mission St, Lakewood, CA 90753",https://www.compassion-lakewood-resource-center.org,(562) 371-4808,"Tue–Sat 8–12",Resource Hub
Friendship Benicia Nutrition Center,38.037413,-122.114949,"6818 Seaside Ct, Benicia, CA 94550",https://www.friendship-benicia-nutrition-center.org,(707) 839-2310,"Mon–Sat 10–4",Senior Services
Sunshine Arvin Community Kitchen,35.178845,-118.849036,"2387 Second Dr, Arvin, CA 93229",https://www.sunshine-arvin-community-kitchen.org,(661) 338-2215,"Mon–Thu 10–6",Resource Hub
Uplift Fairfield Food Hub,38.220978,-122.056117,"3367 Vista Blvd, Fairfield, CA 94534",https://www.uplift-fairfield-food-hub.org,(707) 387-8954,"Tue–Sat 9–3",Faith-Based Pantry
Faith Cupertino Resource Center,37.306006,-121.999623,"9743 Mission Ter, Cupertino, CA 95039",https://www.faith-cupertino-resource-center.org,(669) 602-1481,"Sat 9–1",Faith-Based Pantry
Compassion Stockton Relief Center,37.963163,-121.290693,"7657 Grove Pl, Stockton, CA 95234",https://www.compassion-stockton-relief-center.org,(209) 883-8088,"Mon,Wed,Thu 9–3",Food Bank
Village San Jose Community Kitchen #2,37.373035,-121.887417,"1806 Adams Ct, San Jose, CA 95151",https://www.village-san-jose-community-kitchen-2.org,(408) 722-6925,"Tue,Thu 11–6",Resource Hub
Empowerment Modesto Food Shelf,37.666905,-121.014592,"4184 Valley Ct, Modesto, CA 95355",https://www.empowerment-modesto-food-shelf.org,(209) 779-5192,"Mon–Fri 11–7",Community Center
Unity Bridge Novato Food Pantry,38.123192,-122.582155,"3610 Sixth Ct, Novato, CA 94983",https://www.unity-bridge-novato-food-pantry.org,(628) 763-4198,"Tue–Sat 8–12",Community Center
Harvest Quincy Community Kitchen,39.905611,-120.904264,"7866 Canyon Ct, Quincy, CA 96020",https://www.harvest-quincy-community-kitchen.org,(530) 610-2534,"Mon–Fri 8–4",Youth Services
Resilience Antioch Nutrition Center,38.004959,-121.836543,"718 Lincoln Pl, Antioch, CA 94532",https://www.resilience-antioch-nutrition-center.org,(925) 345-4094,"Tue–Sat 8–12",Pantry
Support San Bruno Support Network,37.601525,-122.419885,"7720 Canyon Blvd, San Bruno, CA 94115",https://www.support-san-bruno-support-network.org,(650) 335-2101,"Mon,Wed,Thu 9–3",Faith-Based Pantry
Prosper Moreno Valley Nutrition Center,33.936307,-117.199234,"2334 Autumn Lane, Moreno Valley, CA 92574",https://www.prosper-moreno-valley-nutrition-center.org,(951) 314-9429,"Sat 9–1",Youth Services
Sunshine Burlingame Food Collective,37.569987,-122.327752,"7435 Sunset Blvd, Burlingame, CA 94058",https://www.sunshine-burlingame-food-collective.org,(650) 327-1979,"Mon–Sat 10–4",Pantry
Kindness Jackson Community Kitchen,38.327825,-120.796748,"2460 Winter Ave, Jackson, CA 95690",https://www.kindness-jackson-community-kitchen.org,(209) 398-4450,"Tue–Sat 10–4",Resource Hub
Family Seaside Food Collective,36.633082,-121.896582,"3338 Tenth Ct, Seaside, CA 93959",https://www.family-seaside-food-collective.org,(831) 490-9982,"Mon–Fri 11–7",Senior Services
Unity Bridge Vacaville Support Network,38.350305,-122.005452,"7221 Eighth Pl, Vacaville, CA 95691",https://www.unity-bridge-vacaville-support-network.org,(707) 349-3820,"Tue–Fri 8–2",Youth Services
